"NombreMunicipio","CodigoMunicipio","Ubicación","NombreRegion","CodigoRegion","Anio","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","194,733","15"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2010","Suicidios","Poblacion total","24,157","1"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2010","Suicidios","Poblacion total","21,928","2"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2010","Suicidios","Poblacion total","5,140","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","44,934","3"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2010","Suicidios","Poblacion total","9,649","0"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2010","Suicidios","Poblacion total","12,356","1"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2010","Suicidios","Poblacion total","6,549","0"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2010","Suicidios","Poblacion total","47,669","3"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2010","Suicidios","Poblacion total","7,374","1"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2010","Suicidios","Poblacion total","6,101","1"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2010","Suicidios","Poblacion total","5,359","0"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","242,150","12"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2010","Suicidios","Poblacion total","26,255","1"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2010","Suicidios","Poblacion total","13,969","0"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2010","Suicidios","Poblacion total","14,018","0"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2010","Suicidios","Poblacion total","55,914","2"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","61,352","5"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2010","Suicidios","Poblacion total","9,190","1"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2010","Suicidios","Poblacion total","19,617","1"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2010","Suicidios","Poblacion total","10,247","0"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2010","Suicidios","Poblacion total","8,451","0"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2010","Suicidios","Poblacion total","56,685","2"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","2,185,539","123"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2010","Suicidios","Poblacion total","7,341","0"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2010","Suicidios","Poblacion total","4,086","0"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2010","Suicidios","Poblacion total","12,825","1"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2010","Suicidios","Poblacion total","11,611","0"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2010","Suicidios","Poblacion total","22,265","0"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2010","Suicidios","Poblacion total","38,457","1"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2010","Suicidios","Poblacion total","3,130","0"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2010","Suicidios","Poblacion total","7,833","0"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2010","Suicidios","Poblacion total","8,804","0"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2010","Suicidios","Poblacion total","36,286","3"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2010","Suicidios","Poblacion total","14,780","0"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2010","Suicidios","Poblacion total","15,573","0"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2010","Suicidios","Poblacion total","26,045","4"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2010","Suicidios","Poblacion total","116,574","11"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2010","Suicidios","Poblacion total","8,688","0"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","67,197","3"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2010","Suicidios","Poblacion total","19,157","4"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2010","Suicidios","Poblacion total","7,463","1"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2010","Suicidios","Poblacion total","18,714","1"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2010","Suicidios","Poblacion total","5,830","0"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2010","Suicidios","Poblacion total","14,127","0"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2010","Suicidios","Poblacion total","3,396","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2010","Suicidios","Poblacion total","17,737","0"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2010","Suicidios","Poblacion total","13,225","0"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2010","Suicidios","Poblacion total","20,020","1"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2010","Suicidios","Poblacion total","28,732","2"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2010","Suicidios","Poblacion total","16,243","0"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2010","Suicidios","Poblacion total","21,008","2"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2010","Suicidios","Poblacion total","21,746","1"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2010","Suicidios","Poblacion total","27,520","0"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2010","Suicidios","Poblacion total","24,381","1"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2010","Suicidios","Poblacion total","33,279","3"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2010","Suicidios","Poblacion total","13,291","1"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2010","Suicidios","Poblacion total","33,766","4"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2010","Suicidios","Poblacion total","37,224","6"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2010","Suicidios","Poblacion total","14,493","0"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2010","Suicidios","Poblacion total","17,393","1"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2010","Suicidios","Poblacion total","23,910","1"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2010","Suicidios","Poblacion total","6,379","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2010","Suicidios","Poblacion total","11,537","0"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2010","Suicidios","Poblacion total","5,317","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2010","Suicidios","Poblacion total","111,028","6"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2010","Suicidios","Poblacion total","7,328","0"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2010","Suicidios","Poblacion total","29,324","2"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2010","Suicidios","Poblacion total","13,618","3"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2010","Suicidios","Poblacion total","7,373","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2010","Suicidios","Poblacion total","11,914","0"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2010","Suicidios","Poblacion total","11,875","0"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2010","Suicidios","Poblacion total","8,438","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2010","Suicidios","Poblacion total","7,622","1"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2010","Suicidios","Poblacion total","39,491","3"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2010","Suicidios","Poblacion total","22,235","2"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2010","Suicidios","Poblacion total","16,158","1"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2010","Suicidios","Poblacion total","23,958","1"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2011","Suicidios","Poblacion total","21,619","1"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2011","Suicidios","Poblacion total","2,672","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2011","Suicidios","Poblacion total","4,678","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2011","Suicidios","Poblacion total","28,354","3"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2011","Suicidios","Poblacion total","24,156","0"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2011","Suicidios","Poblacion total","42,173","5"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2011","Suicidios","Poblacion total","5,801","0"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2011","Suicidios","Poblacion total","11,788","0"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2011","Suicidios","Poblacion total","16,908","1"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2011","Suicidios","Poblacion total","6,855","0"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2011","Suicidios","Poblacion total","104,703","7"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2011","Suicidios","Poblacion total","29,059","0"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2011","Suicidios","Poblacion total","8,662","0"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2011","Suicidios","Poblacion total","5,596","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","47,107","3"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","454,478","14"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2011","Suicidios","Poblacion total","5,896","1"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2011","Suicidios","Poblacion total","10,902","3"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2011","Suicidios","Poblacion total","15,526","2"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2011","Suicidios","Poblacion total","8,212","0"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2011","Suicidios","Poblacion total","8,811","1"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2011","Suicidios","Poblacion total","26,678","0"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2011","Suicidios","Poblacion total","7,956","0"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","71,475","7"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2011","Suicidios","Poblacion total","9,437","0"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2011","Suicidios","Poblacion total","16,364","0"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2011","Suicidios","Poblacion total","4,935","0"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2011","Suicidios","Poblacion total","5,410","0"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2011","Suicidios","Poblacion total","40,473","3"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2011","Suicidios","Poblacion total","3,905","1"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2011","Suicidios","Poblacion total","79,274","1"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2011","Suicidios","Poblacion total","49,975","4"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2011","Suicidios","Poblacion total","9,637","0"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2011","Suicidios","Poblacion total","26,554","4"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2011","Suicidios","Poblacion total","17,280","2"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2011","Suicidios","Poblacion total","5,122","1"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2011","Suicidios","Poblacion total","21,315","4"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","69,716","6"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2011","Suicidios","Poblacion total","22,494","4"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2011","Suicidios","Poblacion total","17,292","1"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2011","Suicidios","Poblacion total","12,845","0"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2011","Suicidios","Poblacion total","44,881","0"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2011","Suicidios","Poblacion total","53,063","2"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2011","Suicidios","Poblacion total","19,561","2"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2011","Suicidios","Poblacion total","20,870","1"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2011","Suicidios","Poblacion total","32,729","0"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2011","Suicidios","Poblacion total","9,892","1"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","198,772","17"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2011","Suicidios","Poblacion total","24,189","2"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2011","Suicidios","Poblacion total","21,756","1"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2011","Suicidios","Poblacion total","5,219","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","45,715","3"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2011","Suicidios","Poblacion total","9,616","1"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2011","Suicidios","Poblacion total","12,065","2"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2011","Suicidios","Poblacion total","6,523","1"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2011","Suicidios","Poblacion total","48,524","5"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2011","Suicidios","Poblacion total","7,433","1"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2011","Suicidios","Poblacion total","5,991","0"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2011","Suicidios","Poblacion total","5,336","1"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","246,219","10"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2011","Suicidios","Poblacion total","26,337","3"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2011","Suicidios","Poblacion total","14,055","2"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2011","Suicidios","Poblacion total","13,976","1"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2011","Suicidios","Poblacion total","56,960","2"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","62,544","4"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2011","Suicidios","Poblacion total","9,059","1"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2011","Suicidios","Poblacion total","19,810","1"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2011","Suicidios","Poblacion total","10,226","0"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2011","Suicidios","Poblacion total","8,411","2"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2011","Suicidios","Poblacion total","57,642","2"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","2,213,549","122"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2011","Suicidios","Poblacion total","7,246","1"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2011","Suicidios","Poblacion total","4,180","0"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2011","Suicidios","Poblacion total","12,940","1"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2011","Suicidios","Poblacion total","11,423","1"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2011","Suicidios","Poblacion total","22,669","0"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2011","Suicidios","Poblacion total","38,885","0"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2011","Suicidios","Poblacion total","3,110","0"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2011","Suicidios","Poblacion total","7,904","0"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2011","Suicidios","Poblacion total","8,796","0"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2011","Suicidios","Poblacion total","36,620","2"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2011","Suicidios","Poblacion total","14,696","0"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2011","Suicidios","Poblacion total","15,873","1"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2011","Suicidios","Poblacion total","26,325","0"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2011","Suicidios","Poblacion total","118,781","6"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2011","Suicidios","Poblacion total","8,737","0"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2011","Suicidios","Poblacion total","68,989","1"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2011","Suicidios","Poblacion total","19,038","2"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2011","Suicidios","Poblacion total","7,424","0"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2011","Suicidios","Poblacion total","18,357","0"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2011","Suicidios","Poblacion total","5,823","0"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2011","Suicidios","Poblacion total","14,277","1"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2011","Suicidios","Poblacion total","3,428","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2011","Suicidios","Poblacion total","17,983","1"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2011","Suicidios","Poblacion total","13,187","1"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2011","Suicidios","Poblacion total","20,218","1"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2011","Suicidios","Poblacion total","28,981","2"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2011","Suicidios","Poblacion total","16,142","4"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2011","Suicidios","Poblacion total","21,045","0"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2011","Suicidios","Poblacion total","21,763","2"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2011","Suicidios","Poblacion total","27,394","1"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2011","Suicidios","Poblacion total","24,522","0"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2011","Suicidios","Poblacion total","33,557","6"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2011","Suicidios","Poblacion total","13,127","1"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2011","Suicidios","Poblacion total","34,239","5"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2011","Suicidios","Poblacion total","37,002","2"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2011","Suicidios","Poblacion total","14,529","1"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2011","Suicidios","Poblacion total","17,222","1"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2011","Suicidios","Poblacion total","24,285","3"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2011","Suicidios","Poblacion total","6,386","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2011","Suicidios","Poblacion total","11,451","1"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2011","Suicidios","Poblacion total","5,255","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2011","Suicidios","Poblacion total","112,602","1"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2011","Suicidios","Poblacion total","7,268","0"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2011","Suicidios","Poblacion total","29,371","2"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2011","Suicidios","Poblacion total","13,636","0"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2011","Suicidios","Poblacion total","7,276","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2011","Suicidios","Poblacion total","11,888","0"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2011","Suicidios","Poblacion total","11,787","1"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2011","Suicidios","Poblacion total","8,496","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2011","Suicidios","Poblacion total","7,605","0"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2011","Suicidios","Poblacion total","39,681","3"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2011","Suicidios","Poblacion total","22,233","1"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2011","Suicidios","Poblacion total","16,508","0"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2011","Suicidios","Poblacion total","24,015","0"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2012","Suicidios","Poblacion total","21,371","2"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2012","Suicidios","Poblacion total","2,668","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2012","Suicidios","Poblacion total","4,649","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2012","Suicidios","Poblacion total","28,482","2"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2012","Suicidios","Poblacion total","24,332","0"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2012","Suicidios","Poblacion total","42,257","5"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2012","Suicidios","Poblacion total","5,784","1"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2012","Suicidios","Poblacion total","11,694","1"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2012","Suicidios","Poblacion total","17,072","2"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2012","Suicidios","Poblacion total","6,880","1"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2012","Suicidios","Poblacion total","106,833","1"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2012","Suicidios","Poblacion total","29,049","2"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2012","Suicidios","Poblacion total","8,504","1"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2012","Suicidios","Poblacion total","5,503","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","47,763","2"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","463,443","19"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2012","Suicidios","Poblacion total","5,904","0"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2012","Suicidios","Poblacion total","10,815","1"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2012","Suicidios","Poblacion total","15,491","1"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2012","Suicidios","Poblacion total","8,193","1"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2012","Suicidios","Poblacion total","8,895","1"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2012","Suicidios","Poblacion total","26,952","1"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2012","Suicidios","Poblacion total","7,994","1"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","72,507","8"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2012","Suicidios","Poblacion total","9,398","1"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2012","Suicidios","Poblacion total","16,205","1"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2012","Suicidios","Poblacion total","4,901","1"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2012","Suicidios","Poblacion total","5,304","0"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2012","Suicidios","Poblacion total","41,450","2"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2012","Suicidios","Poblacion total","3,906","0"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2012","Suicidios","Poblacion total","80,719","2"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2012","Suicidios","Poblacion total","50,949","4"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2012","Suicidios","Poblacion total","9,669","0"
