"NombreMunicipio","CodigoMunicipio","Ubicación","NombreRegion","CodigoRegion","Anio","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2020","Suicidios","Poblacion total","67,241","1"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2020","Suicidios","Poblacion total","2,519,592","196"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2020","Suicidios","Poblacion total","6,830","1"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2020","Suicidios","Poblacion total","5,119","0"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2020","Suicidios","Poblacion total","14,479","3"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2020","Suicidios","Poblacion total","10,464","6"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2020","Suicidios","Poblacion total","26,852","1"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2020","Suicidios","Poblacion total","43,840","1"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2020","Suicidios","Poblacion total","3,211","0"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2020","Suicidios","Poblacion total","8,356","1"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2020","Suicidios","Poblacion total","8,899","0"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2020","Suicidios","Poblacion total","40,704","3"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2020","Suicidios","Poblacion total","14,752","1"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2020","Suicidios","Poblacion total","18,803","1"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2020","Suicidios","Poblacion total","29,429","2"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2020","Suicidios","Poblacion total","141,173","12"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2020","Suicidios","Poblacion total","9,311","0"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2020","Suicidios","Poblacion total","86,154","6"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2020","Suicidios","Poblacion total","18,706","1"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2020","Suicidios","Poblacion total","7,411","0"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2020","Suicidios","Poblacion total","16,527","1"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2020","Suicidios","Poblacion total","5,805","0"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2020","Suicidios","Poblacion total","15,905","0"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2020","Suicidios","Poblacion total","3,776","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2020","Suicidios","Poblacion total","20,897","1"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2020","Suicidios","Poblacion total","13,350","0"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2020","Suicidios","Poblacion total","22,737","0"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2020","Suicidios","Poblacion total","32,003","1"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2020","Suicidios","Poblacion total","16,114","1"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2020","Suicidios","Poblacion total","22,171","1"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2020","Suicidios","Poblacion total","22,763","4"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2020","Suicidios","Poblacion total","27,219","3"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2020","Suicidios","Poblacion total","27,071","2"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2020","Suicidios","Poblacion total","37,643","1"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2020","Suicidios","Poblacion total","12,672","1"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2020","Suicidios","Poblacion total","39,377","4"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2020","Suicidios","Poblacion total","37,301","2"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2020","Suicidios","Poblacion total","15,512","1"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2020","Suicidios","Poblacion total","16,672","2"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2020","Suicidios","Poblacion total","28,009","0"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2020","Suicidios","Poblacion total","6,354","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2020","Suicidios","Poblacion total","11,021","1"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2020","Suicidios","Poblacion total","5,102","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2020","Suicidios","Poblacion total","129,443","3"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2020","Suicidios","Poblacion total","7,042","1"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2020","Suicidios","Poblacion total","31,063","10"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2020","Suicidios","Poblacion total","14,217","1"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2020","Suicidios","Poblacion total","6,682","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2020","Suicidios","Poblacion total","12,153","0"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2020","Suicidios","Poblacion total","11,915","1"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2020","Suicidios","Poblacion total","9,409","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2020","Suicidios","Poblacion total","7,826","0"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2020","Suicidios","Poblacion total","42,919","3"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2020","Suicidios","Poblacion total","23,210","3"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2020","Suicidios","Poblacion total","19,937","2"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2020","Suicidios","Poblacion total","25,321","1"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2021","Suicidios","Poblacion total","20,924","1"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2021","Suicidios","Poblacion total","2,777","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2021","Suicidios","Poblacion total","4,845","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2021","Suicidios","Poblacion total","31,548","0"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2021","Suicidios","Poblacion total","27,155","2"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2021","Suicidios","Poblacion total","44,983","12"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2021","Suicidios","Poblacion total","5,963","0"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2021","Suicidios","Poblacion total","11,783","3"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2021","Suicidios","Poblacion total","19,192","1"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2021","Suicidios","Poblacion total","7,281","0"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2021","Suicidios","Poblacion total","128,054","5"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2021","Suicidios","Poblacion total","31,156","1"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2021","Suicidios","Poblacion total","7,831","0"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2021","Suicidios","Poblacion total","5,271","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","54,639","2"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","552,073","34"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2021","Suicidios","Poblacion total","6,235","0"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2021","Suicidios","Poblacion total","10,608","0"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2021","Suicidios","Poblacion total","16,178","0"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2021","Suicidios","Poblacion total","8,311","1"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2021","Suicidios","Poblacion total","9,764","1"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2021","Suicidios","Poblacion total","30,370","0"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2021","Suicidios","Poblacion total","8,640","1"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","83,850","6"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2021","Suicidios","Poblacion total","9,494","1"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2021","Suicidios","Poblacion total","15,959","1"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2021","Suicidios","Poblacion total","4,715","1"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2021","Suicidios","Poblacion total","4,804","0"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2021","Suicidios","Poblacion total","50,885","3"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2021","Suicidios","Poblacion total","4,108","0"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2021","Suicidios","Poblacion total","95,274","4"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2021","Suicidios","Poblacion total","60,646","6"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2021","Suicidios","Poblacion total","10,147","0"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2021","Suicidios","Poblacion total","26,971","0"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2021","Suicidios","Poblacion total","16,062","2"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2021","Suicidios","Poblacion total","4,927","1"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2021","Suicidios","Poblacion total","22,137","0"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","82,038","2"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2021","Suicidios","Poblacion total","23,950","3"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2021","Suicidios","Poblacion total","19,839","0"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2021","Suicidios","Poblacion total","12,486","0"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2021","Suicidios","Poblacion total","54,863","3"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2021","Suicidios","Poblacion total","62,600","6"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2021","Suicidios","Poblacion total","22,008","2"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2021","Suicidios","Poblacion total","24,776","0"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2021","Suicidios","Poblacion total","37,132","3"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2021","Suicidios","Poblacion total","11,767","1"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","241,984","14"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2021","Suicidios","Poblacion total","25,299","2"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2021","Suicidios","Poblacion total","21,345","2"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2021","Suicidios","Poblacion total","5,796","2"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","54,489","3"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2021","Suicidios","Poblacion total","10,117","1"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2021","Suicidios","Poblacion total","10,497","0"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2021","Suicidios","Poblacion total","6,797","0"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2021","Suicidios","Poblacion total","58,183","6"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2021","Suicidios","Poblacion total","8,791","0"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2021","Suicidios","Poblacion total","5,575","1"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2021","Suicidios","Poblacion total","5,693","3"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","291,662","14"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2021","Suicidios","Poblacion total","28,142","1"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2021","Suicidios","Poblacion total","15,115","0"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2021","Suicidios","Poblacion total","14,106","2"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2021","Suicidios","Poblacion total","68,554","6"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","75,609","7"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2021","Suicidios","Poblacion total","8,373","0"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2021","Suicidios","Poblacion total","22,474","2"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2021","Suicidios","Poblacion total","10,361","1"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2021","Suicidios","Poblacion total","8,495","0"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2021","Suicidios","Poblacion total","68,112","4"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","2,549,008","212"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2021","Suicidios","Poblacion total","6,840","0"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2021","Suicidios","Poblacion total","5,183","1"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2021","Suicidios","Poblacion total","14,639","0"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2021","Suicidios","Poblacion total","10,541","0"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2021","Suicidios","Poblacion total","27,195","1"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2021","Suicidios","Poblacion total","44,348","0"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2021","Suicidios","Poblacion total","3,236","1"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2021","Suicidios","Poblacion total","8,431","1"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2021","Suicidios","Poblacion total","8,959","0"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2021","Suicidios","Poblacion total","41,108","2"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2021","Suicidios","Poblacion total","14,855","0"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2021","Suicidios","Poblacion total","19,045","1"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2021","Suicidios","Poblacion total","29,747","2"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2021","Suicidios","Poblacion total","143,102","13"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2021","Suicidios","Poblacion total","9,409","2"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2021","Suicidios","Poblacion total","87,446","7"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2021","Suicidios","Poblacion total","18,789","3"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2021","Suicidios","Poblacion total","7,478","0"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2021","Suicidios","Poblacion total","16,538","0"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2021","Suicidios","Poblacion total","5,839","0"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2021","Suicidios","Poblacion total","16,081","2"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2021","Suicidios","Poblacion total","3,796","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2021","Suicidios","Poblacion total","21,169","3"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2021","Suicidios","Poblacion total","13,434","4"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2021","Suicidios","Poblacion total","22,983","1"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2021","Suicidios","Poblacion total","32,322","3"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2021","Suicidios","Poblacion total","16,199","1"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2021","Suicidios","Poblacion total","22,355","2"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2021","Suicidios","Poblacion total","22,934","1"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2021","Suicidios","Poblacion total","27,249","2"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2021","Suicidios","Poblacion total","27,327","2"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2021","Suicidios","Poblacion total","38,066","3"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2021","Suicidios","Poblacion total","12,729","1"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2021","Suicidios","Poblacion total","39,856","3"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2021","Suicidios","Poblacion total","37,511","3"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2021","Suicidios","Poblacion total","15,672","0"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2021","Suicidios","Poblacion total","16,729","4"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2021","Suicidios","Poblacion total","28,352","1"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2021","Suicidios","Poblacion total","6,394","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2021","Suicidios","Poblacion total","11,054","0"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2021","Suicidios","Poblacion total","5,134","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2021","Suicidios","Poblacion total","131,021","7"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2021","Suicidios","Poblacion total","7,085","0"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2021","Suicidios","Poblacion total","31,312","5"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2021","Suicidios","Poblacion total","14,333","1"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2021","Suicidios","Poblacion total","6,739","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2021","Suicidios","Poblacion total","12,230","1"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2021","Suicidios","Poblacion total","11,991","0"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2021","Suicidios","Poblacion total","9,502","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2021","Suicidios","Poblacion total","7,893","0"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2021","Suicidios","Poblacion total","43,308","2"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2021","Suicidios","Poblacion total","23,387","6"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2021","Suicidios","Poblacion total","20,228","0"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2021","Suicidios","Poblacion total","25,520","4"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2022","Suicidios","Poblacion total","21,109","3"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2022","Suicidios","Poblacion total","2,804","1"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2022","Suicidios","Poblacion total","4,874","1"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2022","Suicidios","Poblacion total","31,851","1"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2022","Suicidios","Poblacion total","27,398","2"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2022","Suicidios","Poblacion total","45,394","5"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2022","Suicidios","Poblacion total","6,010","2"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2022","Suicidios","Poblacion total","11,909","1"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2022","Suicidios","Poblacion total","19,349","0"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2022","Suicidios","Poblacion total","7,341","0"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2022","Suicidios","Poblacion total","129,245","9"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2022","Suicidios","Poblacion total","31,470","1"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2022","Suicidios","Poblacion total","7,903","0"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2022","Suicidios","Poblacion total","5,314","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2022","Suicidios","Poblacion total","55,137","8"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2022","Suicidios","Poblacion total","557,071","42"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2022","Suicidios","Poblacion total","6,294","0"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2022","Suicidios","Poblacion total","10,718","0"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2022","Suicidios","Poblacion total","16,320","1"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2022","Suicidios","Poblacion total","8,389","0"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2022","Suicidios","Poblacion total","9,849","2"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2022","Suicidios","Poblacion total","30,642","1"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2022","Suicidios","Poblacion total","8,727","0"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2022","Suicidios","Poblacion total","84,631","7"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2022","Suicidios","Poblacion total","9,587","2"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2022","Suicidios","Poblacion total","16,097","1"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2022","Suicidios","Poblacion total","4,744","1"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2022","Suicidios","Poblacion total","4,869","1"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2022","Suicidios","Poblacion total","51,328","2"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2022","Suicidios","Poblacion total","4,154","0"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2022","Suicidios","Poblacion total","96,148","7"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2022","Suicidios","Poblacion total","61,211","7"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2022","Suicidios","Poblacion total","10,253","0"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2022","Suicidios","Poblacion total","27,229","2"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2022","Suicidios","Poblacion total","16,201","6"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2022","Suicidios","Poblacion total","4,965","0"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2022","Suicidios","Poblacion total","22,352","1"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2022","Suicidios","Poblacion total","82,781","1"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2022","Suicidios","Poblacion total","24,168","0"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2022","Suicidios","Poblacion total","20,020","4"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2022","Suicidios","Poblacion total","12,605","2"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2022","Suicidios","Poblacion total","55,363","1"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2022","Suicidios","Poblacion total","63,183","7"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2022","Suicidios","Poblacion total","22,217","3"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2022","Suicidios","Poblacion total","25,017","0"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2022","Suicidios","Poblacion total","37,481","2"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2022","Suicidios","Poblacion total","11,873","1"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2022","Suicidios","Poblacion total","244,188","16"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2022","Suicidios","Poblacion total","25,541","2"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2022","Suicidios","Poblacion total","21,525","0"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2022","Suicidios","Poblacion total","5,857","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2022","Suicidios","Poblacion total","54,986","7"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2022","Suicidios","Poblacion total","10,225","1"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2022","Suicidios","Poblacion total","10,587","2"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2022","Suicidios","Poblacion total","6,860","0"
